Date,SPY,QQQ,TLT,IEF,GLD,XLF,XLV,XLK
2010-01-05,0.002643691650246912,0.0,0.006437663648659446,0.004381830186805902,-0.0009112174071556114,0.01821269749465317,-0.009855668698807671,-0.0012902897401963218
2010-01-06,0.0007036382620991086,-0.00605027499620335,-0.013477165141982458,-0.004043794042625685,0.016364952672508887,0.0020035175741513335,0.010171643409466063,-0.011250436260172697
2010-01-07,0.0042128926523898455,0.0006501810270877623,0.001681417928897992,0.0,-0.00620703144916329,0.02112277454340968,0.003473030196466587,-0.003923952628919083
2010-01-08,0.003321626609404248,0.008196977791761026,-0.00044835237406592754,0.0012373995135019275,0.00495075538137829,-0.005896176993356123,0.0015744125991898944,0.006531290258389102
2010-01-11,0.0013956036311084693,-0.004090184915457031,-0.0055026277356653025,0.000674093060414805,0.013201473675457865,0.0006572159317384477,0.005648125409549642,-0.003913508661021493
2010-01-12,-0.009369704215146967,-0.012589515254939652,0.016972383984858223,0.007163070342595705,-0.021134489951311626,-0.014550396466555215,-0.0072225380087395825,-0.010953427833861606
2010-01-13,0.008410991985037048,0.012373912988517076,-0.01169417875780512,-0.004807039913884069,0.009458279378539308,0.011262053027329366,0.013150018884774404,0.009645342014003166
2010-01-14,0.002700393533607206,0.0008624145210877899,0.013905721816831494,0.004695718137194676,0.004383402504944763,0.004600659079989028,0.008979801846256266,0.0026142568514097102
2010-01-15,-0.011287684914052978,-0.011708651459638234,0.006168101969063573,0.00445255560837175,-0.010498532177150062,-0.020537733376104185,-0.006804807246786578,-0.014023080346124256
2010-01-19,0.012418764720958864,0.016010734841635867,-0.0028591581088215686,-0.0017788148314545804,0.005935767413319545,0.012637881969639624,0.023919904840554944,0.017064536493890857
2010-01-20,-0.010221058162248454,-0.0144849104760928,0.010078803974746845,0.003442794120631718,-0.023406622544498403,-0.002647109481036966,-0.008520702947196751,-0.01618225052602684
2010-01-21,-0.019416242579174084,-0.009408583666613459,0.00456753379767872,0.003651073624430224,-0.014516455339507784,-0.02890985846110655,-0.021938272090692296,-0.010638841744808213
2010-01-22,-0.022544279371853986,-0.02967340166876797,-0.0017384004059246836,0.0008837581254168695,-0.0018644973871885428,-0.033290310103577136,-0.010994484144760322,-0.035377573277686515
2010-01-25,0.005114729102509125,0.0033913171924477704,-0.0045746327664750955,-0.0022097083900803455,0.002888473340999794,0.005626026832656657,0.0,0.008275846279342018
2010-01-26,-0.004199400562320402,0.0009024981010779433,0.0003267596525949062,0.0019898717211777094,0.0007439937221865503,-0.01768722354765941,-0.005701398915770183,-0.002750686557682885
2010-01-27,0.004746008057431949,0.007860610851328683,-0.000545503071836294,-0.002321892190770461,-0.009622184538243905,0.023978434577908932,0.0069638948537507385,0.008230110879954889
2010-01-28,-0.011538498871077397,-0.026063333463277973,-0.0005458675009714513,-0.0003318878290901011,-0.0004694185510533905,-0.004889471537406645,-0.006329277283321097,-0.029107916849879224
2010-01-29,-0.010928033309075953,-0.017605312774961024,0.00870361310166152,0.0038667001696540116,-0.004895549849721357,-0.0070277663254994256,-0.007008346718863525,-0.017498631007288396
2010-02-01,0.015430910415553596,0.010923523005504632,-0.009118597049752888,-0.0034350125168306255,0.022305058135940522,0.016783679248701767,0.0057383889740597665,0.011385457694133714
2010-02-02,0.012030654214419382,0.008975458693156904,0.002847854672150272,0.0016629565635054929,0.007173093057516182,0.00966240711922133,0.020450406995644092,0.009856898820010757
2010-02-03,-0.004995032449819597,0.005482574413645826,-0.01166399031117611,-0.004776188503480508,-0.003948040904899996,-0.011049875639423626,-0.013482101678497819,0.00233263465246065
2010-02-04,-0.03135226487604821,-0.029362330999656943,0.015703967127964704,0.008206288389382936,-0.0406494619043355,-0.044010244641241016,-0.025576766142441937,-0.02835740169623995
2010-02-05,0.002064595742494314,0.008410939010647163,0.002177210846826204,0.0031971591878867736,0.0029657764294868027,0.011543734902395518,-0.0016206618539561248,0.010016644838349251
2010-02-08,-0.007245196318479727,-0.007239246466417524,0.0013028794364425334,-0.0008808921369618881,-0.006132631197052165,-0.02029035258377841,-0.0048772311426091815,-0.004280761344052619
2010-02-09,0.01248188692825995,0.010259341069814125,-0.010038442049991285,-0.005413356007828604,0.01308209362845793,0.010197262094374914,0.007792420202946672,0.008543164029188444
2010-02-10,-0.0019604157400964135,-0.002089886460907447,-0.00958815251275184,-0.002773868488968908,-0.002754962144308203,0.007939174563004124,-0.006164168349456786,-0.0028396569211005885
2010-02-11,0.010411732856574242,0.014996128863159087,-0.005440266802361199,-0.0012229098873461472,0.018940443772260437,0.0021539159263994113,0.006810438466200136,0.010372739862597355
