Date,GDP,CPI,FEDFUNDS,UNRATE
2010-01-05,0.0083241689892804,210.13244709633312,2.0361534551047997,4.982999236103944
2010-01-06,0.0082410599973372,210.08866278016623,2.0414336419017447,4.979432684968024
2010-01-07,0.0081579510053941,210.0519984194661,2.044573293426737,5.001378574633426
2010-01-08,0.0080748420134509,210.026025805166,2.045155937299252,5.020782127269601
2010-01-11,0.0078255150376214,210.1525293968756,2.048111172707504,4.974151375198339
2010-01-12,0.0077424060456782,210.15116676455875,2.0456862047867235,4.961023116833122
2010-01-13,0.007659297053735,210.17909374911255,2.062759824923439,4.933041766018991
2010-01-14,0.0075761880617918,210.23037326881092,2.089865292611903,4.930278248570821
2010-01-15,0.0074930790698486,210.23490594182493,2.0778216231265625,4.942941016534478
2010-01-19,0.0071606431020759,210.2674088196213,2.063580303764708,4.942120240084571
2010-01-20,0.0070775341101328,210.22761683734183,2.06949283318519,4.929888403348482
2010-01-21,0.0069944251181896,210.27196546138117,2.0712131445529947,4.918384081195465
2010-01-22,0.0069113161262464,210.268495344371,2.0765025000225736,4.901463658629618
2010-01-25,0.0066619891504169,210.3754839420542,2.0669394652550057,4.886594952130378
2010-01-26,0.0065788801584737,210.42875319750283,2.0510973018662875,4.887691149326844
2010-01-27,0.0064957711665305,210.44382892327732,2.0394841998190616,4.913183972450752
2010-01-28,0.0064126621745873,210.44266400767515,2.0282685392062847,4.9398255869693095
2010-01-29,0.0063295531826442,210.45867809712985,2.0359096214431225,4.906900900812613
2010-02-01,0.0060802262068146,210.29582077119304,2.026077233031561,4.915138712805829
2010-02-02,0.0059971172148715,210.26595842981297,2.0112415661710457,4.921692386546389
2010-02-03,0.0059140082229283,210.30594714114915,2.0178737205736104,4.887164721841973
2010-02-04,0.0058308992309851,210.28067318838117,1.99008702415695,4.916417568697501
2010-02-05,0.0057477902390419,210.2817650606792,2.002333317732948,4.9267164506389385
2010-02-08,0.0054984632632124,210.42578905543877,1.9836477489694,4.863641361794946
2010-02-09,0.0054153542712692,210.39910817143823,1.994136786121116,4.857362216798221
2010-02-10,0.005332245279326,210.40883629354488,2.026218395260281,4.847707577253409
2010-02-11,0.0052491362873829,210.38133519079932,2.00348661895907,4.821205369510935
2010-02-12,0.0051660272954397,210.3843835370043,2.0104403904376764,4.83673941418513
2010-02-16,0.004833591327667,210.45364088501148,1.995856554113013,4.864314902563838
2010-02-17,0.0047504823357238,210.44393338722665,1.986739691349731,4.863922123313937
2010-02-18,0.0046673733437806,210.3916304945072,1.994545102444696,4.842278538989314
2010-02-19,0.0045842643518374,210.4152369698929,1.980061524064992,4.829224979257568
2010-02-22,0.0043349373760079,210.46148875228363,1.9743584868538469,4.828446725369672
