Date,SPY,QQQ,TLT,IEF,GLD,XLF,XLV,XLK
2010-01-04,84.79637145996094,40.2907829284668,56.135162353515625,61.751708984375,109.80000305175781,8.942389488220215,23.98484992980957,9.378783226013184
2010-01-05,85.02084350585938,40.2907829284668,56.49770736694336,62.02288818359375,109.69999694824219,9.106746673583984,23.749624252319336,9.366689682006836
2010-01-06,85.0806884765625,40.04774856567383,55.74138641357422,61.772586822509766,111.51000213623047,9.12501049041748,23.992429733276367,9.261900901794434
2010-01-07,85.43988037109375,40.073795318603516,55.83518981933594,61.772586822509766,110.81999969482422,9.319806098937988,24.07590103149414,9.225628852844238
2010-01-08,85.72415161132812,40.403629302978516,55.81016159057617,61.84907150268555,111.37000274658203,9.265016555786133,24.11383628845215,9.286081314086914
2010-01-11,85.8438720703125,40.23870849609375,55.503902435302734,61.890777587890625,112.8499984741211,9.27110767364502,24.25041961669922,9.249811172485352
2010-01-12,85.04329681396484,39.73529815673828,56.453975677490234,62.335697174072266,110.48999786376953,9.137186050415039,24.07590103149414,9.149046897888184
2010-01-13,85.76161193847656,40.23003387451172,55.797637939453125,62.036766052246094,111.54000091552734,9.240671157836914,24.394590377807617,9.237719535827637
2010-01-14,85.99351501464844,40.26474380493164,56.57896423339844,62.328758239746094,112.02999877929688,9.283282279968262,24.614635467529297,9.261900901794434
2010-01-15,85.02830505371094,39.79604721069336,56.92902755737305,62.60689926147461,110.86000061035156,9.094569206237793,24.44770622253418,9.132926940917969
2010-01-19,86.09083557128906,40.43833923339844,56.7664909362793,62.49563217163086,111.5199966430664,9.210234642028809,25.03954315185547,9.29011344909668
2010-01-20,85.21537780761719,39.856815338134766,57.341522216796875,62.71116256713867,108.94000244140625,9.18588638305664,24.82709503173828,9.14098834991455
2010-01-21,83.57677459716797,39.483577728271484,57.60403060913086,62.94054412841797,107.37000274658203,8.924125671386719,24.288362503051758,9.044254302978516
2010-01-22,81.71367645263672,38.32917785644531,57.50397872924805,62.996192932128906,107.16999816894531,8.631929397583008,24.02278709411621,8.729884147644043
2010-01-25,82.1326904296875,38.45938491821289,57.241519927978516,62.85714340209961,107.4800033569336,8.68062973022461,24.02278709411621,8.802431106567383
